date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:04:47	104512/104512	---M--	200	added ('OK')	application/octet-stream	etag:%2268d3d5ca-19840%22	https://hb8-automation.comwp-content/plugins/tenweb-builder/assets/common/fonts/twbb-icons.ttf?ou5en0	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/wp-content/plugins/tenweb-builder/assets/common/fonts/twbb-icons6671.ttf	(from https://hb8-automation.comwp-content/cache/tw_optimize/css/two_front_page_aggregated_5031697833a1b266bf9fe4d7a52cf38e_delay.min.css?date=1759134717)
14:04:47	162/162	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2029%20Sep%202025%2012:03:57%20GMT	https://hb8-automation.comallgemeine-geschaftsbedingungen/	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/allgemeine-geschaftsbedingungen/index.html	(from https://hb8-automation.com)
14:04:47	89521/89521	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2012:03:57%20GMT	https://hb8-automation.comdienstleistungen/	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/dienstleistungen/index.html	(from https://hb8-automation.com)
14:04:48	26944/26944	---M--	200	added ('OK')	application/octet-stream	etag:%2268d6ae98-6940%22	https://hb8-automation.comwp-content/uploads/elementor/google-fonts/fonts/montserrat-c6284e6c.woff2	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/wp-content/uploads/elementor/google-fonts/fonts/montserrat-c6284e6c.woff2	(from https://hb8-automation.comwp-content/cache/tw_optimize/css/two_front_page_aggregated_5031697833a1b266bf9fe4d7a52cf38e_delay.min.css?date=1759134717)
14:04:48	151556/151556	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2268d3d5d0-25004%22	https://hb8-automation.comwp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://hb8-automation.comwp-content/cache/tw_optimize/css/two_front_page_aggregated_5031697833a1b266bf9fe4d7a52cf38e_delay.min.css?date=1759134717)
14:04:48	10840/10840	---M--	200	added ('OK')	application/octet-stream	etag:%2268d9a18f-2a58%22	https://hb8-automation.comwp-content/uploads/elementor/google-fonts/fonts/mooli-b7d490fb.woff2	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/wp-content/uploads/elementor/google-fonts/fonts/mooli-b7d490fb.woff2	(from https://hb8-automation.comwp-content/cache/tw_optimize/css/two_front_page_aggregated_5031697833a1b266bf9fe4d7a52cf38e_delay.min.css?date=1759134717)
14:04:49	19619/19619	---MCZ	200	added ('OK')	text/css	etag:W/%2268da4825-4ca3%22	https://hb8-automation.comwp-content/cache/tw_optimize/css/two_126_aggregated_5031697833a1b266bf9fe4d7a52cf38e_delay.min.css?date=1759135781	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/wp-content/cache/tw_optimize/css/two_126_aggregated_5031697833a1b266bf9fe4d7a52cf38e_delay.min62b6.css	(from https://hb8-automation.comdienstleistungen/)
14:04:49	1801756/1801756	---MCZ	200	added ('OK')	text/css	etag:W/%2268da4825-1b7e1c%22	https://hb8-automation.comwp-content/cache/tw_optimize/css/two_126_aggregated.min.css?date=1759135781	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/wp-content/cache/tw_optimize/css/two_126_aggregated.min62b6.css	(from https://hb8-automation.comdienstleistungen/)
14:04:49	21644/21644	---MCZ	200	added ('OK')	application/json	date:Mon,%2029%20Sep%202025%2012:03:59%20GMT	https://hb8-automation.comwp-json/wp/v2/pages/126	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/wp-json/wp/v2/pages/126.json	(from https://hb8-automation.comdienstleistungen/)
14:04:49	72852/72852	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2012:03:59%20GMT	https://hb8-automation.comdatenschutzrichtlinie/	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/datenschutzrichtlinie/index.html	(from https://hb8-automation.com)
14:04:49	2263/2263	---MCZ	200	added ('OK')	application/json	date:Mon,%2029%20Sep%202025%2012:03:59%20GMT	https://hb8-automation.comwp-json/oembed/1.0/embed?url=https%3A%2F%2Fvisura-media.10web.cloud%2Fdienstleistungen%2F	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/wp-json/oembed/1.0/embedf408.json	(from https://hb8-automation.comdienstleistungen/)
14:04:50	2423/2423	---MCZ	200	added ('OK')	text/xml	date:Mon,%2029%20Sep%202025%2012:03:59%20GMT	https://hb8-automation.comwp-json/oembed/1.0/embed?url=https%3A%2F%2Fvisura-media.10web.cloud%2Fdienstleistungen%2F&format=xml	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/wp-json/oembed/1.0/embed7eb8	(from https://hb8-automation.comdienstleistungen/)
14:04:50	162/162	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2029%20Sep%202025%2012:03:59%20GMT	https://hb8-automation.comdienstleistungen/GET	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/dienstleistungen/GET	(from https://hb8-automation.comdienstleistungen/)
14:04:50	15014/15014	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268d6ae77-3aa6%22	https://hb8-automation.comwp-content/uploads/2025/09/logo_Qao82RmA.svg	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/wp-content/uploads/2025/09/logo_Qao82RmA.svg	(from https://hb8-automation.comdienstleistungen/)
14:04:50	69078/69078	---M--	200	added ('OK')	image/webp	etag:%2268d6ae78-10dd6%22	https://hb8-automation.comwp-content/uploads/2025/09/tenweb_media_sdtoy4jig.webp	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/wp-content/uploads/2025/09/tenweb_media_sdtoy4jig.webp	(from https://hb8-automation.comdienstleistungen/)
14:04:51	48234/48234	---M--	200	added ('OK')	image/webp	etag:%2268d6ae78-bc6a%22	https://hb8-automation.comwp-content/uploads/2025/09/tenweb_media_sfe0o6oju.webp	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/wp-content/uploads/2025/09/tenweb_media_sfe0o6oju.webp	(from https://hb8-automation.comdienstleistungen/)
14:04:51	39244/39244	---M--	200	added ('OK')	image/webp	etag:%2268d6ae77-994c%22	https://hb8-automation.comwp-content/uploads/2025/09/tenweb_media_s2hh2ob0z.webp	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/wp-content/uploads/2025/09/tenweb_media_s2hh2ob0z.webp	(from https://hb8-automation.comdienstleistungen/)
14:04:51	67266/67266	---M--	200	added ('OK')	image/webp	etag:%2268d6ae78-106c2%22	https://hb8-automation.comwp-content/uploads/2025/09/tenweb_media_soxjpnvld.webp	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/wp-content/uploads/2025/09/tenweb_media_soxjpnvld.webp	(from https://hb8-automation.comdienstleistungen/)
14:04:52	19619/19619	---MCZ	200	added ('OK')	text/css	etag:W/%2268da467f-4ca3%22	https://hb8-automation.comwp-content/cache/tw_optimize/css/two_131_aggregated_5031697833a1b266bf9fe4d7a52cf38e_delay.min.css?date=1759135359	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/wp-content/cache/tw_optimize/css/two_131_aggregated_5031697833a1b266bf9fe4d7a52cf38e_delay.min0ca8.css	(from https://hb8-automation.comdatenschutzrichtlinie/)
14:04:52	1644008/1644008	---MCZ	200	added ('OK')	text/css	etag:W/%2268da467f-1915e8%22	https://hb8-automation.comwp-content/cache/tw_optimize/css/two_131_aggregated.min.css?date=1759135359	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/wp-content/cache/tw_optimize/css/two_131_aggregated.min0ca8.css	(from https://hb8-automation.comdatenschutzrichtlinie/)
14:04:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2029%20Sep%202025%2012:04:01%20GMT	https://hb8-automation.com?p=126	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/index4ab3.html	(from https://hb8-automation.comdienstleistungen/)
14:04:52	5263/5263	---MCZ	200	added ('OK')	application/json	date:Mon,%2029%20Sep%202025%2012:04:02%20GMT	https://hb8-automation.comwp-json/wp/v2/pages/131	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/wp-json/wp/v2/pages/131.json	(from https://hb8-automation.comdatenschutzrichtlinie/)
14:04:53	2288/2288	---MCZ	200	added ('OK')	application/json	date:Mon,%2029%20Sep%202025%2012:04:02%20GMT	https://hb8-automation.comwp-json/oembed/1.0/embed?url=https%3A%2F%2Fvisura-media.10web.cloud%2Fdatenschutzrichtlinie%2F	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/wp-json/oembed/1.0/embedd556.json	(from https://hb8-automation.comdatenschutzrichtlinie/)
14:04:53	2448/2448	---MCZ	200	added ('OK')	text/xml	date:Mon,%2029%20Sep%202025%2012:04:03%20GMT	https://hb8-automation.comwp-json/oembed/1.0/embed?url=https%3A%2F%2Fvisura-media.10web.cloud%2Fdatenschutzrichtlinie%2F&format=xml	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/wp-json/oembed/1.0/embed8859	(from https://hb8-automation.comdatenschutzrichtlinie/)
14:04:53	162/162	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2029%20Sep%202025%2012:04:03%20GMT	https://hb8-automation.comdatenschutzrichtlinie/GET	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/datenschutzrichtlinie/GET	(from https://hb8-automation.comdatenschutzrichtlinie/)
14:04:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2029%20Sep%202025%2012:04:03%20GMT	https://hb8-automation.com?p=131	C:/Users/hBonj/OneDrive/Desktop/my%20website/vt1/vt1/visura-media.10web.cloud/indexd52d.html	(from https://hb8-automation.comdatenschutzrichtlinie/)
